id,year,title,reviews_count,wish_count,collect_count,tags,pubdates,languages,durations,genres,countries,summary,aka,castsid,castsname,directorsid,directorsname,writersid,writersname
30219680,2018,迷局伏香,0,62,11,"['林家栋', '澳門', '懸疑', '王乐君', '澳门电影', '澳影']","['2018-12-09(中国澳门电影节)', '2019-12-06(中国大陆)']","['粤语', '汉语普通话']","['92分钟', '83分钟']","['剧情', '犯罪', '悬疑']","['中国大陆', '中国澳门']","前澳门司警梁镜晖（林家栋饰）在旁人的眼里是个偏执的怪人，每天不苟言笑。经常购买各种不同的香料，躲在自己的小屋里查寻着什么。还时常独坐在固定的茶楼里喃喃自语。
一家网络金融公司的高层Simon（李东恒饰）与郭婉君（蔡洁饰）引起了梁镜晖的关注，他辞掉了工作，进入了金融公司。犹如多米诺骨牌，一系列的事件接连发生，梁镜晖觉得自己找到了线索。但一名被女司警周佩诗（牛丽燕饰）追查的黑客（戴显扬饰）如幽灵般地出现又消失，让迷局重新扑朔迷离。
张子琪（廖殷曼饰）的出现让梁镜晖来到了救赎的十字路口，他似乎无法走出神秘人（钱波饰）设下的陷阱，重演三年前的迷香之败。",[],"['1050329', '1319112', '1327959', '1342852', '1422930', '1422931']","['林家栋', '牛丽燕', '钱波', '王乐君']","['1050329', '1319112', '1327959', '1342852', '1422930', '1422931']",['孔瑞良'],"['1050329', '1319112', '1327959', '1342852', '1422930', '1422931']",['李宏']
34881565,2019,小中年,0,10,1,[],['2019-12-06(中国大陆)'],['汉语普通话'],['96分钟'],['剧情'],['中国大陆'],影片分别从家庭、爱情、事业三个方面讲述了年过而立的人们所面对的抉择：日渐沉重的家庭负担与心中梦想的蠢蠢欲动；玩世不恭的花花世界与坚贞不渝的爱情坚守；十年如一的舞台核心和推贤让能的功成身退。,['Time is Not Old'],"[None, None, None, None, None]","['宋禹', '卢倩文', '尹键', '马亚楠']","[None, None, None, None, None]",['王洋'],"[None, None, None, None, None]",[]
26954859,2019,兰心大剧院,19,67641,720,"['剧情', '历史', '2019', '中国大陆', '政治', '社会', '文艺', '二战', '黑白', '上海']","['2019-09-04(威尼斯电影节)', '2019-12-07(中国大陆)']","['汉语普通话', '英语', '日语', '法语']","['126分钟(威尼斯电影节)', '127分钟']","['剧情', '动作']",['中国大陆'],"电影根据虹影《上海之死》及横光利一《上海》改编。
1941年。著名演员于堇返回孤岛时期的上海，表面上是为了出演她的旧爱执导的话剧《礼拜六小说》。但是她真正的目的是什么？是为了救出她的前夫？为了给盟军搜集情报？为了给养父工作？还是为了和自己的爱人一起逃离战争？她真正的使命是什么?随着她着手执行任务，敌我越来越难以分辨，一个女人的命运被时代紧紧牵引，她又如何做出改变世界格局的选择? 戏里戏外，谁能幸免?","['礼拜六小说', 'Saturday Fiction']","['1035641', '1274608', '1007189', '1050264', '1274263', '1328557']","['巩俐', '赵又廷', '小田切让', '帕斯卡尔·格雷戈里']","['1035641', '1274608', '1007189', '1050264', '1274263', '1328557']",['娄烨'],"['1035641', '1274608', '1007189', '1050264', '1274263', '1328557']",['马英力']
30345226,2019,若能与你共乘海浪之上,13,17403,1935,"['汤浅政明', '日本', '日本动画', '动画', '动画电影', '爱情', '2019', '片寄凉太', '青春', '动漫']","['2019-06-21(日本)', '2019-12-07(中国大陆)']",['日语'],['96分钟'],"['爱情', '动画', '奇幻']",['日本'],夏天、阳光，沙滩、海浪，青年消防员雏罂粟港和爱好冲浪的向水日菜子相遇并迅速展开热恋。看似命中注定的这对恋人，却不幸遭遇生死别离。无法接受港已经离世的雏子，某天突然发现，只要唱起属于两个人的那首歌，港就会从水中出现……,"['乘浪之约(台)', '浪尖上的约定(港)', '若能与你乘风破浪', '若能和你共乘波浪', '若能与你共乘波浪', '若与你共乘海浪之上', '你和我，如果被海浪吞没', 'If Riding a Wave, with You', 'Ride Your Wave']","['1367999', '1322083', '1350187', '1350151', '1274339', '1275219']","['片寄凉太', '川荣李奈', '松本穗香', '伊藤健太郎']","['1367999', '1322083', '1350187', '1350151', '1274339', '1275219']",['汤浅政明'],"['1367999', '1322083', '1350187', '1350151', '1274339', '1275219']",['吉田玲子']
11443316,2014,龙之谷：破晓奇兵,174,7798,33753,"['龙之谷', '国产动画', '动画', '奇幻', '冒险', '动画电影', '中国', '2014', '中国电影', '魔幻']","['2014-07-31(中国大陆)', '2019-12-07(中国大陆重映)']","['汉语普通话', '粤语']",['88分钟'],"['动画', '奇幻', '冒险']",['中国大陆'],"不务正业的流浪少年兰伯特意外听到了邪恶的大黑龙手下魔族准备攻占阿尔特里亚大陆的情况，为了保护家乡他与魔物周旋被困，却被游侠巴尔纳救下，加入到了游侠杰兰特、阿尔杰塔（景甜 配音）的队伍中。精灵一族中的法师首领卡拉秋（夏梓桐 配音）也带着公主内尔文与弓箭手随从莉亚（徐娇 配音）前来邀请人类国王参战，面对魔物的入侵，他们和游侠队伍以及人类骑士贝斯柯德（胡歌 配音）组成了对付大黑龙的联盟。众人历经困难来到了大黑龙的巢穴，兰伯特与莉亚日久生情，但是他们却不知道杰兰特和阿尔杰塔，以及贝斯柯德各自带着不为人知的秘密……
本片是人气网游《龙之谷》改编的动画大电影，由盛大游戏公司推出，计划是拍摄三部曲，故事的主线围绕《龙之谷》游戏前传。©豆瓣","['龙之谷之黑龙崛起', '龙之谷大电影', '龙之谷前传', ""Dragon Nest: Warriors' Dawn"", 'Dragon Nest: Rise of the Black Dragon']","['1274477', '1275432', '1023236', '1275936', '1341152', '1341154', '1341152', '1278992', '1341153']","['胡歌', '景甜', '徐娇', '夏梓桐']","['1274477', '1275432', '1023236', '1275936', '1341152', '1341154', '1341152', '1278992', '1341153']",['宋岳峰'],"['1274477', '1275432', '1023236', '1275936', '1341152', '1341154', '1341152', '1278992', '1341153']","['卓然', '宋岳峰', '比尔·伯顿', '钟岳峰']"
30357885,2019,天火,1,644,22,"['灾难', '视效', '2019', '奇幻', '动作', '冒险']",['2019-12-12(中国大陆)'],"['汉语普通话', '英语']",[],"['动作', '冒险']",['中国大陆'],"天火岛美得如同世外桃源，几乎让人忘记它位于“Ring of Fire”——全球知名的环太平洋火山带。年轻的地质学家李晓梦为了研发首个火山监测系统“朱雀”，带着团队来到了这里。李晓梦的父亲、隐退多年的火山专家李文涛得知后赶到火山口，力图劝说她离开。与此同时，探险专家正楠在美轮美奂的水下溶洞潜水，准备给女友佳慧一个浪漫的求婚……
火山喷发了，这些人的命运纠结在一起。为了看见明天的太阳，他们必须与过去和解，合力为自己也为众生在绝境中寻找一条生路。 这是一个关于爱与勇气、选择与放弃、自救与他救的中国式英雄的故事。","['天·火', '天火危情', 'SkyFire']","['1054562', '1313866', '1274225', '1017916', '1300732', '1402963', '1308285']","['王学圻', '昆凌', '窦骁', '詹森·艾萨克']","['1054562', '1313866', '1274225', '1017916', '1300732', '1402963', '1308285']",['西蒙·韦斯特'],"['1054562', '1313866', '1274225', '1017916', '1300732', '1402963', '1308285']","['卜维', '悉尼·金']"
30269016,2019,半个喜剧,0,205,2,"['驴得水原创', '喜剧', '中国', '中国电影', '华语', '大陆', '2010s']",['2019-12-12(中国大陆)'],['汉语普通话'],[],['喜剧'],['中国大陆'],,"['如果，我不是我', 'Almost a Comedy']","['1362973', '1313050', '1370365', '1337197', '1362256', '1362257', '1362256', '1362257']","['任素汐', '吴昱翰', '刘迅', '汤敏']","['1362973', '1313050', '1370365', '1337197', '1362256', '1362257', '1362256', '1362257']","['周申', '刘露']","['1362973', '1313050', '1370365', '1337197', '1362256', '1362257', '1362256', '1362257']","['周申', '刘露']"
27002635,2019,唐顿庄园,16,17691,3062,"['英国', '贵族', '2019', '古典', '剧情', '经典', '历史', '家庭', '文艺', '欧洲']","['2019-09-13(英国)', '2019-12-13(中国大陆)']",['英语'],['122分钟'],['剧情'],['英国'],电影版《唐顿庄园》讲述了新的故事：一向暗流涌动的唐顿庄园突然接到一封意外信件，英国皇室即将造访。当象征着大不列颠最高权力的国王夫妇来到这座偏安一隅的乡间宅邸，等待唐顿庄园主人们的将会是怎样的挑战；当两种都以高冷优雅、荣誉体面为毕生追求的人群相遇，又将发生怎样意想不到的碰 撞？《唐顿庄园》携经典演员阵容回归，首度通过大银幕演绎一段镌刻着浓郁英伦气息的全新贵族篇章。,['唐顿庄园电影版'],"['1041224', '1010588', '1013798', '1036721', '1360686', '1025333']","['休·博纳维尔', '伊丽莎白·麦戈文', '玛吉·史密斯', '米歇尔·道克瑞']","['1041224', '1010588', '1013798', '1036721', '1360686', '1025333']",['迈克尔·恩格勒'],"['1041224', '1010588', '1013798', '1036721', '1360686', '1025333']",['朱利安·费罗斯']
30394535,2019,被光抓走的人,4,7518,52,"['黄渤', '中国电影', '悬疑', '大陆', '华语', '文淇', '王珞丹', '喜剧', '爱情', '中国']",['2019-12-13(中国大陆)'],['汉语普通话'],[],"['剧情', '爱情', '科幻']",['中国大陆'],据说该片的创作灵感来源于董润年的一个脑洞：“如果有一道神秘的光把一部分人抓走，社会的平静与法则被打破，我们该怎么办？” 在导演的脑洞中，光代表什么？为什么人会被光抓走？谁会被光抓走？留下来的人要怎么办？这一系列疑问未来都需要在片中得到解答。,[],"['1274242', '1274301', '1312976', '1332932', '1327604', '1327604']","['黄渤', '王珞丹', '谭卓', '白客']","['1274242', '1274301', '1312976', '1332932', '1327604', '1327604']",['董润年'],"['1274242', '1274301', '1312976', '1332932', '1327604', '1327604']",['董润年']
30128985,2019,勇敢者游戏2：再战巅峰,1,4429,54,"['勇敢者游戏', '奇幻', '冒险', '2019', '喜剧', '美国', '动作', '美国电影', '电影', '科幻']","['2019-12-13(美国)', '2019-12-13(中国大陆)']",['英语'],[],"['喜剧', '动作', '奇幻']",['美国'],《勇敢者游戏2：再战巅峰》是继2017年全球卖座动作冒险巨制《勇敢者游戏：决战丛林》后的续篇。四名玩家再次穿越回到险象环生的游戏中，打怪闯关拯救世界。而与上次不同的是，变身大块头“勇石博士” (道恩·强森 饰) 的是斯宾塞的爷爷，高大威猛的福基变成了地质学家 (杰克·布莱克 饰)，而斯宾塞爷爷的好朋友则变身为语言学家 (凯文· 哈特 饰)，学霸玛莎依旧化身成为性感打女 (凯伦·吉兰 饰)，而主角斯宾塞和万人迷贝瑟尼却不知所踪。四人惊魂 未定就发现身陷巨大的危机。他们必须利用自身技能并肩作战，摆脱各类猛兽的恐怖袭击和恶势力的夺命追逐，才能拯救他们消失的同伴，赢得游戏重返现实。,"['逃出魔幻纪：霸气升呢(港)', '野蛮游戏：全面晋级(台)', '勇敢者游戏2', '新勇敢者的游戏2', '勇敢者游戏4', 'Jumanji 2']","['1044707', '1036344', '1049492', '1286162', '1040862', '1339645', '1045248']","['道恩·强森', '凯伦·吉兰', '杰克·布莱克', '凯文·哈特']","['1044707', '1036344', '1049492', '1286162', '1040862', '1339645', '1045248']",['杰克·卡斯丹'],"['1044707', '1036344', '1049492', '1286162', '1040862', '1339645', '1045248']","['杰夫·皮克纳', '斯科特·罗森伯格']"
26885074,2019,叶问4,8,9110,128,"['叶问', '甄子丹', '功夫', '动作', '武侠', '香港电影', '香港', '国产电影', '中国', '华语电影']",['2019-12-20(中国大陆)'],"['粤语', '英语']",[],"['传记', '动作', '历史']",['中国香港'],因故来到美国唐人街的叶问，意外卷入一场当地军方势力与华人武馆的纠纷，面对日益猖狂的民族歧视与压迫，叶问挺身而出，在美国海军陆战队军营拼死一战，以正宗咏春，向世界证明了中国功夫。,"['Ip Man 4', 'Yip Man 4']","['1025194', '1314321', '1201063', '1017912', '1274472', '1316682', '1425972', '1336976', '1336699']","['甄子丹', '吴樾', '吴建豪', '斯科特·阿金斯']","['1025194', '1314321', '1201063', '1017912', '1274472', '1316682', '1425972', '1336976', '1336699']",['叶伟信'],"['1025194', '1314321', '1201063', '1017912', '1274472', '1316682', '1425972', '1336976', '1336699']","['黄子桓', '深泽寛 ', '陈大利', '梁礼彦']"
33436135,2019,只有芸知道,6,5455,25,"['冯小刚', '黄轩', '文艺', '爱情', '怀旧', '人生', '电影', '大陆', '2019', '杨采钰']",['2019-12-20(中国大陆)'],['汉语普通话'],[],['剧情'],['中国大陆'],"改编自冯小刚挚友的真实爱情经历，讲述了隋东风和罗芸之间相濡以沫的动人爱情故事。但罗芸隐藏了一个只有她知道的秘密，秘密的背后却是她对隋东风刻骨铭心的爱……
",['Only Cloud Knows'],"['1276105', '1320350', '1017207', '1424421', '1274255', '1424420']","['黄轩', '杨采钰', '徐帆', '莉迪亚·佩克汉']","['1276105', '1320350', '1017207', '1424421', '1274255', '1424420']",['冯小刚'],"['1276105', '1320350', '1017207', '1424421', '1274255', '1424420']",['张翎']
30176393,2019,误杀,0,1945,45,"['悬疑', '犯罪', '剧情', '2019', '中国大陆', '翻拍', '华语', '2019必看', '『陳沖』', '『罪案』']",['2019-12-20(中国大陆)'],['汉语普通话'],[],"['剧情', '犯罪']",['中国大陆'],李维杰与妻子阿玉来泰打拼17年，膝下育有两个女儿，年届四十的他靠开设网络公司为生，为人也颇得小镇居民的好感，而这一切美好却被突如其来的不速之客打破。这个充斥走私，贩毒活动的边陲小镇，各种权力交织碾压公平正义。李维杰的大女儿被督察长的儿子强暴，因反抗误杀对方。李维杰曾亲眼 目睹督察长滥用私刑，深知法律无用，为了维护女儿，捍卫家人，李维杰埋尸掩盖一切证据，在时间与空间的交错缝隙中，与警方在身心层面，展开了殊死一搏的较量。,"['误杀瞒天记', 'Visual', 'Sheep Without a Shepherd']","['1274979', '1312976', '1044964', '1317884', '1417306', '1366232', '1425466', '1425467', '1425468', '1425469', '1423396']","['肖央', '谭卓', '陈冲', '姜皓文']","['1274979', '1312976', '1044964', '1317884', '1417306', '1366232', '1425466', '1425467', '1425468', '1425469', '1423396']",['柯汶利'],"['1274979', '1312976', '1044964', '1317884', '1417306', '1366232', '1425466', '1425467', '1425468', '1425469', '1423396']","['杨薇薇', '翟培', '李鹏', '范凯华', '秦语谦', '雷声']"
34768554,2019,白日迷雾,0,496,6,"['犯罪', '中国大陆', '中影']",['2019-12-20(中国大陆)'],['汉语普通话'],['92分钟'],"['犯罪', '悬疑']",['中国大陆'],龙山地区接连发生两桩命案，在社会上引起巨大反响，百姓惶惶不安，警方压力剧增，随即成立“118”大案专案组，正副组长分别由主管刑侦的副局长李辉和刑警队长郭明担任。还有十多天就要退休的李辉，决心在退休前拿下这个案子，给自己从事了一辈子的刑警事业画上一个圆满的句号。但是，两桩看似毫无联系的命案背后，隐藏着一个精心设计的阴谋，案情迷雾重重。由妒生恨的姐姐刘欣欣，为获取巨额财富并达到陷害同父异母的妹妹刘郁，频繁在刘郁和刘欣欣两个身份之间自由转换。新老刑警冰释前嫌联手侦破，最终迷雾消散。,[],"['1327669', '1361109', '1315058', '1381098', '1377138', '1388002']","['李丞峰', '宋宁', '石兆琪', '要武']","['1327669', '1361109', '1315058', '1381098', '1377138', '1388002']",['闫国喜'],"['1327669', '1361109', '1315058', '1381098', '1377138', '1388002']",['张承志']
25868121,2019,过渡空间,1,1107,16,"['悬疑', '孙红雷', '剧情', '智商', '华语电影', '国产电影', '温情', '非行', '大陆', '刘德华']",['2019-12-24(中国大陆)'],['汉语普通话'],[],"['动作', '科幻', '悬疑']",['中国大陆'],"此生渡彼岸，往生者来到关又，一个执念者的世界——过渡空间。反劫持谈判专家宋琂在这里遇到她职业生涯中最强大的对手，过渡空间的最高长官孙穆。面对这个从不按常理出牌的女人，孙穆感受到前所未有的威胁。两个内心充满执念的强者，同一时空狭路相逢，一个竭尽全力要留下，一个孤注一掷要离开。一场智慧与勇气的对决拉开大幕，一段段尘封往事浮出水面......
没有人知道专职劝服他人放下执念过关的孙穆为何长久于过渡空间流连，没有人理解不顾危急搏命闯关的宋琂如此迫切重返现实世界的执念。是救赎，还是解脱?曾经现世的恩怨情仇，在超现实的过渡空间汇聚，交叠重映，亲情、友情、爱情，一一试炼。","['全民危机', '全民目击2：过渡空间']","['1050430', '1318565', '1275934', '1051051', '1421111', '1421111']","['余男', '蔡珩', '王景春', '黄奕']","['1050430', '1318565', '1275934', '1051051', '1421111', '1421111']",['陈思勤'],"['1050430', '1318565', '1275934', '1051051', '1421111', '1421111']",['陈思勤']
34800447,2019,妈妈我想你,0,1333,1,"['温情', '往往', '中国', '2019']",['2019-12-27(中国大陆)'],['汉语普通话'],['108分钟'],"['剧情', '家庭']",['中国大陆'],家是永远的归宿，母爱是永恒的港湾！突发而至的横祸，将一个幸福的家庭拆得支离破碎，母子四人不得已亡命天涯，陷入重重危机……本片为您讲述一个感人至深的人间真情故事～,[],"['1275654', '1396869', '1274213', None, '1401343', '1401343']","['曹颖', '马柏全', '九孔', '汤潮']","['1275654', '1396869', '1274213', None, '1401343', '1401343']",['康锐'],"['1275654', '1396869', '1274213', None, '1401343', '1401343']",['康锐']
27606821,2019,站住！小偷,6,21607,215,"['喜剧', '电影', '很有意思', '爆笑喜剧', '剧情', '演技爆发的大剧', '尤勇', '真人秀', '郑云', '综艺']",['2019-12-28(中国大陆)'],['汉语普通话'],[],['喜剧'],['中国大陆'],该片讲述一个小偷为了筹措医治盲人女友眼疾的巨额手术费用，带领几个兄弟去涉险营救被绑架富豪，以期赚取500万悬赏酬金，在此过程中遭遇打劫与欺骗，从而引发了一系列啼笑皆非又感人至深的故事。从主人公的迷失到感悟再到人性的救赎与回归，采用喜剧的表达方式让观众在愉悦开怀的氛围中感受温暖与欣慰。,[],"['1416962', '1274267', '1301518', '1274420', None, None, None, None]","['郑云', '梁小龙', '尤勇', '吴启华']","['1416962', '1274267', '1301518', '1274420', None, None, None, None]",['郑云'],"['1416962', '1274267', '1301518', '1274420', None, None, None, None]","['郑云', '杨张邈馨', '王光武']"
30450560,2019,中华熊猫,0,155,7,"['国产动画', '中国大陆', '动画']",['2019-12-28(中国大陆)'],['汉语普通话'],['85分钟'],['动画'],['中国大陆'],小熊猫源克历尽千辛万苦终于找到了失散多年的父亲，开始了学习中医的历程。但黑虎与马戏团团长申野合谋了组建大型马戏团的计划，于是开始抓森里里的动物。就在这时黑虎突然病倒，并且很严重。小熊猫源克最后用针灸终于治好了黑虎的病。黑虎开始反思自己并且悔过自新，释放了森林里的所有动物。,[],"['1352341', '1381197']",[],"['1352341', '1381197']",['王鹏程'],"['1352341', '1381197']",['刘小琴']
33417046,2019,宠爱,4,4428,27,"['宠物', '狗', '2019', '猫', '温情', '暖心', '爱情', '中国', '感人', '文艺']",['2019-12-31(中国大陆)'],['汉语普通话'],[],"['剧情', '喜剧', '爱情']",['中国大陆'],电影《宠爱》共由6段温暖的故事组成，不同年龄段的人们，在宠物的陪伴和守护中，收获爱、发现爱，更重新学会爱。在“爱”的主线下，一系列关于亲情、友情、爱情的故事逐一展开。电影《宠爱》将于12月31日，全国公映，陪大家一起温暖跨年。,['Adoring'],"['1313742', '1276150', '1274254', '1274318', '1335623', '1319850', '1335623']","['于和伟', '吴磊', '张子枫', '钟汉良']","['1313742', '1276150', '1274254', '1274318', '1335623', '1319850', '1335623']",['杨子'],"['1313742', '1276150', '1274254', '1274318', '1335623', '1319850', '1335623']","['冉甲男', '杨子']"
30419744,2019,春江水暖,19,8816,1270,"['独立电影', '顾晓刚', '2019', '中国', '中国大陆', '家庭', '戛纳', '剧情', '大陆', '华语电影']","['2019-05-22(戛纳电影节)', '2019-12(中国大陆)']",['汉语普通话'],['150分钟'],['剧情'],['中国大陆'],六百年前元朝画家黄公望先生以富春江两岸风貌画下《富春山居图》，为迎接2022年亚运会，富阳正在热火朝天地进行新城建设。在此背景下，《春江水暖》讲述杭州富春江畔，四兄弟分四季轮流照顾中风后失智的母亲，四个家庭面临亲情与生活的考验，借由一年四季的冷暖变化如画卷般徐徐展开。,['Dwelling in the Fuchun Mountains'],"[None, None, None, None, '1411512', '1411512']","['杜红军', '钱有法', '汪凤娟', '章仁良']","[None, None, None, None, '1411512', '1411512']",['顾晓刚'],"[None, None, None, None, '1411512', '1411512']",['顾晓刚']
33437509,2020,贝肯熊2：金牌特工,0,215,6,['动画片'],['2020-01-01(中国大陆)'],['汉语普通话'],['91分钟'],['动画'],['中国大陆'],"拥有超级芯片的特工熊贝肯，梦想成为独当一面的金牌特工，然而特工局并不放心将任务交给一只北极熊去执行。贝肯为了证明自己的能力，贸然执行任务，误入陷阱，却因此失去了宝贵芯片。
变成普通北极熊的贝肯立志夺回芯片，却阴差阳错被粉丝小海豹缠上，无奈的他只好带着小海豹踏上寻找芯片的冒险旅程。不过这一切并不如贝肯想象中的顺利，他们需要躲避特工局的追查、闯过丛林伙伴的考验，以及面对拿走芯片的邪恶势力。
历经曲折艰辛，在小海豹的鼓励下，贝肯终于找到自己与生俱来的力量，并领悟特工的真谛。",['特工贝肯熊2'],"[None, '1415891', '1405343']",[],"[None, '1415891', '1405343']",['张扬'],"[None, '1415891', '1405343']","['刘珮如', '潘依然']"
34801105,2020,阿里巴巴与神灯,0,109,6,[],['2020-01-01(中国大陆)'],['汉语普通话'],['82分钟'],"['动画', '冒险']",['中国大陆'],"强盗弯刀在传说中的沙漠遗迹-阿兹罗德，挖掘宝藏时意外惊动了封印中的噩梦君，噩梦君蛊惑弯刀打开封印，噩梦君再次复活黑暗降临。
封印大师小芝麻被邀请参加拍卖会，一个来自阿兹罗德的宝箱突然释放出梦魇诅咒，将小芝麻拖入可怕梦境。
为了救小芝麻的阿里巴巴翻遍冒险宝典，从预言中判断出噩梦封印已经松动，恐怖的魔物即将出世，必须马上阻止。
冒险界的新秀阿拉丁得知此消息后与阿里巴巴立下战书，谁最先打败噩梦君，谁就是最强冒险家，一场关乎冒险者声誉的比赛拉开帷幕。
复活后的噩梦君释放黑暗能量,让弯刀变成刀枪不入的怪物。阿里巴巴与阿拉丁联手打败弯刀，最终在神灯精灵和小芝麻的配合下将噩梦君再次封印，世界重归和平。",[],"[None, '1338888']",[],"[None, '1338888']",['朱葛'],"[None, '1338888']",['刘飞']
26754627,2018,山海经之小人国,1,348,13,"['尊龙', '动画', '电影', '梦工厂', '成片', '中国电影', '迪士尼', '吉卜力', '卡通', 'B内地']","['2018-12-25(挪威)', '2020-01-11(中国大陆)']","['汉语普通话', '英语']",['90分钟'],"['儿童', '动画', '冒险']","['中国大陆', '美国', '加拿大', '挪威']",影片根据中国古代神话故事《山海经》所记载的周饶小人国传说改编而成，讲述了周饶小人国的王子锤木，在意外之中闯下大祸，导致父亲变成石像，最后一路经历冒险，重新拯救了父亲和王国的故事。,['Troll: The Tale of a Tail'],"['1424670', '1378227', '1424671', '1382820', '1357329', '1424634', '1330443', '1278907', '1291349', '1357329', '1424634']","['亦之紫12', '云鹤追', '尊龙', '刘若班']","['1424670', '1378227', '1424671', '1382820', '1357329', '1424634', '1330443', '1278907', '1291349', '1357329', '1424634']","['凯文·门罗', '克里斯蒂安·坎普']","['1424670', '1378227', '1424671', '1382820', '1357329', '1424634', '1330443', '1278907', '1291349', '1357329', '1424634']","['张大星', '苏珊娜·博尔奇', '约翰·梅', '凯文·门罗', '克里斯蒂安·坎普']"
27619748,2020,唐人街探案3,20,84274,352,"['刘昊然', '推理', '悬疑', '喜剧', '搞笑', '犯罪', '国产电影', '中国电影', '王宝强', '真心好看']",['2020-01-25(中国大陆)'],['汉语普通话'],[],"['喜剧', '动作', '悬疑']",['中国大陆'],继曼谷、纽约之后，东京再出大案。唐人街神探唐仁（王宝强饰）、秦风（刘昊然饰）受侦探野田昊（妻夫木聪饰）的邀请前往破案。“CRIMASTER世界侦探排行榜”中的侦探们闻讯后也齐聚东京，加入挑战，而排名第一Q的现身，让这个大案更加扑朔迷离，一场亚洲最强神探之间的较量即将爆笑展开……,"['唐探3', 'Detective Chinatown 3']","['1274388', '1336305', '1274254', '1037028', '1274763', '1274763']","['王宝强', '刘昊然', '张子枫', '妻夫木聪']","['1274388', '1336305', '1274254', '1037028', '1274763', '1274763']",['陈思诚'],"['1274388', '1336305', '1274254', '1037028', '1274763', '1274763']",['陈思诚']
25907124,2020,姜子牙,11,33590,95,"['国漫', '国产动画', '中国动画', '动画', '中国', '国产', '动漫', '奇幻', '动画电影', '中国电影']",['2020-01-25(中国大陆)'],['汉语普通话'],['90分钟'],['动画'],['中国大陆'],动画电影《姜子牙》的故事发生于封神大战之后。昆仑弟子姜子牙，率领众神战胜狐妖，推翻了残暴的商王朝，赢得封神大战的胜利，即将受封为众神之长。在巅峰时刻，他却因一时之过被贬下凡间。失去神力，被世人唾弃。为重回昆仑，姜子牙踏上旅途。在战后的废墟之上，他重新找到了自我，也发现了当年一切的真相。,[],"['1315977', '1385181']",[],"['1315977', '1385181']","['程腾', '李炜']","['1315977', '1385181']",[]
30128916,2020,中国女排,8,26093,40,"['体育', '郎平', '巩俐', '陈可辛', '中国', '运动', '国产电影', '中国大陆', '朱婷', '2020']",['2020-01-25(中国大陆)'],['汉语普通话'],[],['剧情'],"['中国大陆', '中国香港']",2016年8月22日，里约热内卢。时隔12年，中国女排再度杀入奥运决赛。惠若琪的一记探头球，让全场屏住呼吸。一个高速旋转的排球，勾连起几代排球女将的热血与青春。中国女排三十余年的沉浮图景被缓缓拉开。,[],"['1035641', '1274840', '1423855', '1367486', '1274300', '1327606']","['巩俐', '吴刚', '安家杰', '惠若琪']","['1035641', '1274840', '1423855', '1367486', '1274300', '1327606']",['陈可辛'],"['1035641', '1274840', '1423855', '1367486', '1274300', '1327606']",['张冀']
26342391,2020,紧急救援,4,21085,57,"['林超贤+彭于晏', '动作', '真实事件改编', '救援', '灾难', '中国大陆', '中国', '香港', '2020', '热血']",['2020-01-25(中国大陆)'],['汉语普通话'],[],"['动作', '灾难']",['中国大陆'],基地警报响起，⼀座海上钻井平台发⽣严重事故，随时可能倾覆沉没，交通海上应急反应特勤队全体队员迅速前往救援。时间紧迫，队长⾼谦（彭于晏 饰）率领搜救直升机迎着此起彼伏的爆炸和冲天咆哮的⽕龙，飞进平台范围，与⽣死兄弟、绞车⼿赵呈（王彦霖 饰）合作，⽤最危险的⽅式深⼊绝境，拯救幸存者……,['The Rescue'],"['1013782', '1350317', '1318720', '1318954', '1275075', '1275075']","['彭于晏', '王彦霖', '辛芷蕾', '蓝盈莹']","['1013782', '1350317', '1318720', '1318954', '1275075', '1275075']",['林超贤'],"['1013782', '1350317', '1318720', '1318954', '1275075', '1275075']",['林超贤']
30306570,2020,囧妈,12,20184,58,"['徐峥', '喜剧', '囧系列', '2020', '彭昱畅', '国产', '囧', '大陆', '国产电影', '中国']",['2020-01-25(中国大陆)'],['汉语普通话'],[],"['剧情', '喜剧']",['中国大陆'],讲述了小老板伊万缠身于商业纠纷，却意外同母亲坐上了开往俄罗斯的火车。在旅途中，他和母亲发生激烈冲突，同时还要和竞争对手斗智斗勇。为了最终抵达莫斯科，他不得不和母亲共同克服难关，并面对家庭生活中一直所逃避的问题。,"['俄囧', 'Lost in Russia']","['1274297', '1010504', '1325700', '1030935', '1274297', '1339571', '1412804', '1412805', '1274297']","['徐峥', '袁泉', '沈腾', '吴云芳']","['1274297', '1010504', '1325700', '1030935', '1274297', '1339571', '1412804', '1412805', '1274297']",['徐峥'],"['1274297', '1010504', '1325700', '1030935', '1274297', '1339571', '1412804', '1412805', '1274297']","['何可可', '布鲁鲁夫', '何一禾', '徐峥']"
